datum;helyszin;nev;nem;szuldat;nemzet;helyezes;hiba;csapat;tipus;motor
1950.06.04;Svájc;Nello Pagani;F;1911.10.11;olasz;7;;Scuderia Achille Varzi;Maserati;Maserati
1951.05.27;Svájc;Johnny Claes;F;1916.8.11;belga;13;;Ecurie Belge;Talbot-Lago;Talbot
1958.01.19;Argentína;Luigi Musso;F;1924.7.28;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1958.10.19;Marokkó;Jack Brabham;F;1926.4.2;ausztrál;11;;Cooper Car Company;Cooper;Climax
1959.07.05;Franciaország;Giorgio Scarlatti;F;1921.10.2;olasz;8;;Scuderia Ugolini;Maserati;Maserati
1956.07.01;Franciaország;Louis Rosier;F;1905.11.5;francia;6;;Ecurie Rosier;Maserati;Maserati
1960.06.06;Hollandia;Roy Salvadori;F;1922.5.12;brit;;visszalépés;David Brown Corporation;Aston;Aston
1959.08.02;Németország;Cliff Allison;F;1932.2.8;brit;;kuplung;Scuderia Ferrari;Ferrari;Ferrari
1960.05.30;USA;Jimmy Bryan;F;1927.1.28;amerikai;;benzinpumpa;Epperly;Epperly;Offenhauser
1955.07.16;Nagy-Britannia;Piero Taruffi;F;1906.10.12;olasz;4;;Daimler Benz AG;Mercedes;Mercedes
1952.09.07;Olaszország;Elie Bayol;F;1914.2.28;francia;;sebességváltó;;Osca;Osca
1957.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;;kompresszor;Lesovsky;Lesovsky;Offenhauser
1954.05.31;USA;Jimmy Daywalt;F;1924.8.28;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1953.01.18;Argentína;Luigi Villoresi;F;1909.5.16;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1952.06.22;Belgium;Mike Hawthorn;F;1929.4.10;brit;4;;Leslie Hawthorn;Cooper;Bristol
1954.05.31;USA;Jim Rathmann;F;1928.7.16;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1955.01.16;Argentína;Jose-Froilan Gonzalez;F;1922.10.5;argentín;2;;Scuderia Ferrari;Ferrari;Ferrari
1960.06.19;Belgium;Jack Brabham;F;1926.4.2;ausztrál;1;;Cooper Car Company;Cooper;Climax
1954.07.17;Nagy-Britannia;Roy Salvadori;F;1922.5.12;brit;;futómû;Gilby Engineering Ltd;Maserati;Maserati
1952.08.17;Hollandia;Jan Flinterman;F;1919.10.2;holland;;differenciálmû;Escuderia Bandeirantes;Maserati;Maserati
1951.06.17;Belgium;Consalvo Sanesi;F;1911.3.28;olasz;;hûtés;Alfa Romeo SpA;Alfa;Alfa
1958.07.06;Franciaország;Maurice Trintignant;F;1917.10.30;francia;;olajfolyás;Owen Racing Organisation;BRM;BRM
1956.06.03;Belgium;Jean Behra;F;1921.2.16;francia;7;;Officine Alfieri Maserati;Maserati;Maserati
1954.01.17;Argentína;Prince Birabongse Bhanuban;F;1914.7.15;thaiföldi;7;;Officine Alfieri Maserati;Maserati;Maserati
1958.08.03;Németország;Edgar Barth;F;1917.11.26;német;6;;Dr Ing F Porsche KG;Porsche;Porsche
1954.05.31;USA;Jimmy Jackson;F;1910.7.25;amerikai;15;;Kurtis Kraft;Kurtis;Offenhauser
1952.05.30;USA;George Fonder;F;1917.6.22;amerikai;15;;George Leitenberger;Sherman;Offenhauser
1959.08.02;Németország;Stirling Moss;F;1929.9.17;brit;;futómû;Rob Walker Racing Team;Cooper;Climax
1960.05.29;Monaco;Dan Gurney;F;1931.4.13;amerikai;;nem teljesítette a távot;Owen Racing Organisation;BRM;BRM
1958.06.15;Belgium;Harry Schell;F;1921.6.29;amerikai;5;;Owen Racing Organisation;BRM;BRM
1960.07.16;Nagy-Britannia;Dan Gurney;F;1931.4.13;amerikai;10;;Owen Racing Organisation;BRM;BRM
1950.09.03;Olaszország;Juan-Manuel Fangio;F;1911.6.24;argentín;;sebességváltó;Alfa Romeo SpA;Alfa;Alfa
1957.01.13;Argentína;Peter Collins;F;1931.11.8;brit;;kuplung;Scuderia Ferrari;Lancia;Lancia
1951.06.17;Belgium;Juan-Manuel Fangio;F;1911.6.24;argentín;9;;Alfa Romeo SpA;Alfa;Alfa
1955.05.30;USA;Bob Sweikert;F;1926.5.20;amerikai;1;;Kurtis Kraft;Kurtis;Offenhauser
1955.07.16;Nagy-Britannia;Jack Fairman;F;1913.3.15;brit;;motor;Connaught Engineering;Connaught;Alta
1950.05.30;USA;Jackie Holmes;F;1920.9.4;amerikai;23;;Norm Olson;Olson;Offenhauser
1960.05.29;Monaco;Roy Salvadori;F;1922.5.12;brit;;túlhajtás;High Efficiency Motors;Cooper;Climax
1954.05.31;USA;Fred Agabashian;F;1913.8.21;amerikai;6;;Kurtis Kraft;Kurtis;Offenhauser
1954.07.04;Franciaország;Georges Berger;F;1918.9.14;belga;;motor;;Gordini;Gordini
1960.02.07;Argentína;Harry Schell;F;1921.6.29;amerikai;;benzinpumpa;Ecurie Bleue;Cooper;Climax
1952.08.03;Németország;Marcel Balsa;F;1901.1.9;francia;;kiesett;;BMW;BMW
1955.01.16;Argentína;Alberto Uria;F;1924.7.11;uruguayi;;benzinhiány;;Maserati;Maserati
1954.05.31;USA;Sam Hanks;F;1914.7.13;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1953.01.18;Argentína;Harry Schell;F;1921.6.29;amerikai;7;;Equipe Gordini;Gordini;Gordini
1953.08.02;Németország;Onofre Marimon;F;1923.12.19;argentín;;kiállás;Officine Alfieri Maserati;Maserati;Maserati
1951.07.14;Nagy-Britannia;Giuseppe Farina;F;1906.10.30;olasz;;kuplung;Alfa Romeo SpA;Alfa;Alfa
1952.07.19;Nagy-Britannia;Bill Aston;F;1900.3.29;brit;;nem rajtolt el;WS Aston;Aston;Butterworth
1955.07.16;Nagy-Britannia;Harry Schell;F;1921.6.29;amerikai;9;;Vandervell Products Ltd;Vanwall;Vanwall
1959.09.13;Olaszország;Carroll Shelby;F;1923.1.11;amerikai;10;;David Brown Corporation;Aston;Aston
1955.07.16;Nagy-Britannia;Roberto Mieres;F;1924.12.3;argentín;;motor;Officine Alfieri Maserati;Maserati;Maserati
1958.10.19;Marokkó;Hans Herrmann;F;1928.2.23;német;9;;Joakim Bonnier Racing Team;Maserati;Maserati
1956.07.01;Franciaország;Piero Taruffi;F;1906.10.12;olasz;;motor;Officine Alfieri Maserati;Maserati;Maserati
1955.01.16;Argentína;Pablo Birger;F;1924.1.6;argentín;;karambol;Equipe Gordini;Gordini;Gordini
1954.01.17;Argentína;Louis Rosier;F;1905.11.5;francia;;karambol;Ecurie Rosier;Ferrari;Ferrari
1958.10.19;Marokkó;Mike Hawthorn;F;1929.4.10;brit;2;;Scuderia Ferrari;Ferrari;Ferrari
1954.08.22;Svájc;Jose-Froilan Gonzalez;F;1922.10.5;argentín;2;;Scuderia Ferrari;Ferrari;Ferrari
1960.05.29;Monaco;Gino Munaron;F;1928.4.2;olasz;;kizárták;Scuderia Castellotti;Cooper;Ferrari
1954.08.22;Svájc;Robert Manzon;F;1917.4.12;francia;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1955.07.16;Nagy-Britannia;Mike Sparken;F;1930.6.16;francia;7;;Equipe Gordini;Gordini;Gordini
1951.10.28;Spanyolország;Francesco Godia;F;1921.3.21;spanyol;10;;Scuderia Milano;Maserati;Maserati
1955.05.22;Monaco;Lance Macklin;F;1919.9.2;brit;;kizárták;Stirling Moss Ltd;Maserati;Maserati
1960.05.30;USA;Don Branson;F;1920.6.6;amerikai;4;;Phillips;Phillips;Offenhauser
1956.05.30;USA;Al Herman;F;1927.3.15;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1954.09.05;Olaszország;Karl Kling;F;1910.9.16;német;;karambol;Daimler Benz AG;Mercedes;Mercedes
1956.09.02;Olaszország;Gerino Gerini;F;1928.8.10;olasz;10;;Scuderia Guastalla;Maserati;Maserati
1960.07.16;Nagy-Britannia;John Surtees;F;1934.2.11;brit;2;;Team Lotus;Lotus;Climax
1959.07.05;Franciaország;Roy Salvadori;F;1922.5.12;brit;;dugattyú;High Efficiency Motors;Cooper;Maserati
1960.06.06;Hollandia;Alan Stacey;F;1933.8.29;brit;;futómû;Team Lotus;Lotus;Climax
1955.09.11;Olaszország;Luigi Musso;F;1924.7.28;olasz;;sebességváltó;Officine Alfieri Maserati;Maserati;Maserati
1954.07.17;Nagy-Britannia;Harry Schell;F;1921.6.29;amerikai;12;;;Maserati;Maserati
1957.05.19;Monaco;Les Leston;F;1920.12.16;brit;;kizárták;Cooper Car Company;Cooper;Climax
1956.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1953.08.02;Németország;Alan Brown;F;1919.11.20;brit;;motor;RJ Chase;Cooper;Bristol
1950.05.30;USA;Cecil Green;F;1919.9.30;amerikai;4;;MA Walker;Kurtis;Offenhauser
1960.06.19;Belgium;Olivier Gendebien;F;1924.1.12;belga;3;;Yeoman Credit Racing Team;Cooper;Climax
1955.06.05;Belgium;Paul Frere;F;1917.1.30;belga;4;;Scuderia Ferrari;Ferrari;Ferrari
1952.08.03;Németország;Giuseppe Farina;F;1906.10.30;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1953.09.13;Olaszország;Chico Landi;F;1907.7.14;brazil;;motor;Scuderia Milano;Maserati;Maserati
1960.07.16;Nagy-Britannia;Brian Naylor;F;1923.3.24;brit;13;;JB Naylor;JBW;Maserati
1958.06.15;Belgium;Stirling Moss;F;1929.9.17;brit;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1958.06.15;Belgium;Jo Bonnier;F;1930.1.31;svéd;9;;Joakim Bonnier Racing Team;Maserati;Maserati
1958.06.15;Belgium;Wolfgang Seidel;F;1926.7.4;német;;motor;Scuderia Centro Sud;Maserati;Maserati
1960.02.07;Argentína;Stirling Moss;F;1929.9.17;brit;;kiállás;Rob Walker Racing Team;Cooper;Climax
1959.12.12;USA;Harry Blanchard;F;1931.6.30;amerikai;7;;Blanchard Automobiles;Porsche;Porsche
1957.05.30;USA;Johnnie Parsons;F;1918.7.4;amerikai;16;;Kurtis Kraft;Kurtis;Offenhauser
1957.05.19;Monaco;Peter Collins;F;1931.11.8;brit;;karambol;Scuderia Ferrari;Lancia;Lancia
1954.05.31;USA;Gene Hartley;F;1926.1.28;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1952.09.07;Olaszország;Eric Brandon;F;1920.7.18;brit;13;;Ecurie Richmond;Cooper;Bristol
1950.05.21;Monaco;Giuseppe Farina;F;1906.10.30;olasz;;karambol;Alfa Romeo SpA;Alfa;Alfa
1960.06.06;Hollandia;Chuck Daigh;F;1923.11.29;amerikai;;visszalépés;Reventlow Automobiles Inc;Scarab;Scarab
1959.07.18;Nagy-Britannia;Ivo Bueb;F;1923.6.6;brit;13;;British Racing Partnership;Cooper;Borgward
1960.02.07;Argentína;Maurice Trintignant;F;1917.10.30;francia;3;;Rob Walker Racing Team;Cooper;Climax
1957.08.04;Németország;Edgar Barth;F;1917.11.26;német;12;;Dr Ing Porsche KG;Porsche;Porsche
1960.05.30;USA;Gene Force;F;1916.6.15;amerikai;;törés;Kurtis Kraft;Kurtis;Offenhauser
1953.09.13;Olaszország;Onofre Marimon;F;1923.12.19;argentín;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1960.06.19;Belgium;Phill Hill;F;1927.4.20;amerikai;4;;Scuderia Ferrari;Ferrari;Ferrari
1952.08.17;Hollandia;Giuseppe Farina;F;1906.10.30;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1954.08.01;Németország;Jose-Froilan Gonzalez;F;1922.10.5;argentín;2;;Scuderia Ferrari;Ferrari;Ferrari
1952.06.22;Belgium;Eric Brandon;F;1920.7.18;brit;9;;Ecurie Richmond;Cooper;Bristol
1954.01.17;Argentína;Umberto Maglioli;F;1928.6.5;olasz;9;;Scuderia Ferrari;Ferrari;Ferrari
1955.07.16;Nagy-Britannia;Jack Brabham;F;1926.4.2;ausztrál;;motor;Cooper Car Company;Cooper;Bristol
1950.06.18;Belgium;Philippe Etancelin;F;1896.12.28;francia;;túlhajtás;Automobiles Talbot-Darracq SA;Talbot-Lago;Talbot
1950.06.18;Belgium;Luigi Villoresi;F;1909.5.16;olasz;6;;Scuderia Ferrari;Ferrari;Ferrari
1953.05.30;USA;Paul Russo;F;1914.4.10;amerikai;4;;Grancor Auto Specialists;Kurtis;Offenhauser
1959.05.10;Monaco;Bruce McLaren;F;1937.8.30;új-zélandi;5;;Cooper Car Company;Cooper;Climax
1955.01.16;Argentína;Carlos Menditeguy;F;1915.8.10;argentín;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1952.07.06;Franciaország;Peter Collins;F;1931.11.8;brit;6;;HW Motors;HWM;Alta
1954.05.31;USA;Bill Homeier;F;1918.8.31;amerikai;;kiesett;Nichels;Kurtis;Offenhauser
1959.05.10;Monaco;Roy Salvadori;F;1922.5.12;brit;;futómû;High Efficiency Motors;Cooper;Maserati
1952.05.18;Svájc;Piero Taruffi;F;1906.10.12;olasz;1;;Scuderia Ferrari;Ferrari;Ferrari
1956.06.03;Belgium;Andre Pilette;F;1918.10.6;belga;6;;Scuderia Ferrari;Lancia;Lancia
1960.06.06;Hollandia;Masten Gregory;F;1932.2.29;amerikai;;visszalépés;Scuderia Centro Sud;Cooper;Maserati
1952.07.06;Franciaország;Johnny Claes;F;1916.8.11;belga;;nem azonosított;Ecurie Belge;Simca-Gordini;Gordini
1950.07.02;Franciaország;Giuseppe Farina;F;1906.10.30;olasz;7;;Alfa Romeo SpA;Alfa;Alfa
1954.05.31;USA;Larry Crockett;F;1926.10.23;amerikai;9;;Kurtis Kraft;Kurtis;Offenhauser
1953.07.05;Franciaország;Roy Salvadori;F;1922.5.12;brit;;gyújtás;Connaught Engineering;Connaught;Lea
1959.05.30;USA;Don Branson;F;1920.6.6;amerikai;;kiállás;Phillips;Phillips;Offenhauser
1953.06.07;Hollandia;Felice Bonetto;F;1903.6.9;olasz;3;;Officine Alfieri Maserati;Maserati;Maserati
1951.05.27;Svájc;Philippe Etancelin;F;1896.12.28;francia;10;;;Talbot-Lago;Talbot
1957.07.07;Franciaország;Jean Behra;F;1921.2.16;francia;5;;Officine Alfieri Maserati;Maserati;Maserati
1954.09.05;Olaszország;Alberto Ascari;F;1918.7.13;olasz;;motor;Scuderia Ferrari;Ferrari;Ferrari
1954.08.01;Németország;Mike Hawthorn;F;1929.4.10;brit;;sebességváltó;Scuderia Ferrari;Ferrari;Ferrari
1957.08.18;Olaszország;Juan-Manuel Fangio;F;1911.6.24;argentín;2;;Officine Alfieri Maserati;Maserati;Maserati
1954.10.24;Spanyolország;Hans Herrmann;F;1928.2.23;német;;befecskendezõ;Daimler Benz AG;Mercedes;Mercedes
1958.09.07;Olaszország;Cliff Allison;F;1932.2.8;brit;7;;Team Lotus;Lotus;Climax
1952.08.03;Németország;Piero Carini;F;1921.3.6;olasz;;törés;Scuderia Marzotto;Ferrari;Ferrari
1953.05.30;USA;Jerry Hoyt;F;1929.1.29;amerikai;;kiesett;John Zink;Kurtis;Offenhauser
1960.05.30;USA;Duane Carter;F;1913.5.5;amerikai;12;;Kuzma;Kuzma;Offenhauser
1953.06.21;Belgium;Lance Macklin;F;1919.9.2;brit;;motor;HW Motors;HWM;Alta
1952.08.03;Németország;Eitel Cantoni;F;1906.10.4;uruguayi;;sebességváltó;Escuderia Bandeirantes;Maserati;Maserati
1956.08.05;Németország;Luigi Villoresi;F;1909.5.16;olasz;;motor;Luigi Piotti;Maserati;Maserati
1951.10.28;Spanyolország;Louis Rosier;F;1905.11.5;francia;7;;Ecurie Rosier;Talbot-Lago;Talbot
1950.05.30;USA;George Connor;F;1908.8.16;amerikai;8;;Lou Moore;Lesovsky;Offenhauser
1954.05.31;USA;Jerry Hoyt;F;1929.1.29;amerikai;;motor;Kurtis Kraft;Kurtis;Offenhauser
1950.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;;kerék;Lou Moore;Deidt;Offenhauser
1956.01.22;Argentína;Gerino Gerini;F;1928.8.10;olasz;4;;Officine Alfieri Maserati;Maserati;Maserati
1954.10.24;Spanyolország;Jacques Pollet;F;1932.7.2;francia;;motor;Equipe Gordini;Gordini;Gordini
1955.05.30;USA;Fred Agabashian;F;1913.8.21;amerikai;;kicsúszás;Kurtis Kraft;Kurtis;Offenhauser
1958.05.26;Hollandia;Stuart Lewis-Evans;F;1930.4.20;brit;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1958.05.26;Hollandia;Jack Brabham;F;1926.4.2;ausztrál;8;;Cooper Car Company;Cooper;Climax
1956.05.13;Monaco;Eugenio Castellotti;F;1930.10.10;olasz;;kuplung;Scuderia Ferrari;Lancia;Lancia
1959.07.18;Nagy-Britannia;Peter Ashdown;F;1934.10.16;brit;12;;Alan Brown Equipe;Cooper;Climax
1956.06.03;Belgium;Maurice Trintignant;F;1917.10.30;francia;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1954.06.20;Belgium;Prince Birabongse Bhanuban;F;1914.7.15;thaiföldi;6;;Prince Bira;Maserati;Maserati
1953.07.18;Nagy-Britannia;Felice Bonetto;F;1903.6.9;olasz;6;;Officine Alfieri Maserati;Maserati;Maserati
1954.10.24;Spanyolország;Alberto Ascari;F;1918.7.13;olasz;;kuplung;Scuderia Lancia;Lancia;Lancia
1959.12.12;USA;Maurice Trintignant;F;1917.10.30;francia;2;;Rob Walker Racing Team;Cooper;Climax
1959.07.05;Franciaország;Graham Hill;F;1929.2.15;brit;;kõfelverõdés;Team Lotus;Lotus;Climax
1955.07.16;Nagy-Britannia;Jean Behra;F;1921.2.16;francia;;olajfolyás;Officine Alfieri Maserati;Maserati;Maserati
1952.05.30;USA;Gene Hartley;F;1926.1.28;amerikai;;kipufogócsõ;Mel Wiggers;Kurtis;Offenhauser
1958.05.26;Hollandia;Carel-Godin de Beaufort;F;1934.4.10;holland;11;;Ecurie Maarsbergen;Porsche;Porsche
1954.08.01;Németország;Karl Kling;F;1910.9.16;német;4;;Daimler Benz AG;Mercedes;Mercedes
1952.06.22;Belgium;Robin [Robert] Montgomerie-Charrington;F;1915.6.22;brit;;motor;WS Aston;Aston;Butterworth
1950.09.03;Olaszország;Henri Louveau;F;1910.1.25;francia;;kiesett;Ecurie Rosier;Talbot-Lago;Talbot
1955.07.16;Nagy-Britannia;Ken McAlpine;F;1920.9.21;brit;;olajfolyás;Connaught Engineering;Connaught;Alta
1958.05.26;Hollandia;Maurice Trintignant;F;1917.10.30;francia;9;;Rob Walker Racing Team;Cooper;Climax
1950.05.30;USA;Bayliss Levrett;F;1913.2.14;amerikai;;kiesett;Richard Palmer;Adams;Offenhauser
1954.07.04;Franciaország;Robert Manzon;F;1917.4.12;francia;3;;Ecurie Rosier;Ferrari;Ferrari
1958.08.03;Németország;Jack Brabham;F;1926.4.2;ausztrál;;karambol;Cooper Car Company;Cooper;Climax
1950.05.13;Nagy-Britannia;Louis Chiron;F;1899.8.3;monacoi;;kuplung;Officine Alfieri Maserati;Maserati;Maserati
1952.08.17;Hollandia;Maurice Trintignant;F;1917.10.30;francia;6;;Equipe Gordini;Gordini;Gordini
1959.05.30;USA;Mike Magill;F;1920.2.18;amerikai;;karambol;Sutton;Sutton;Offenhauser
1956.08.05;Németország;Umberto Maglioli;F;1928.6.5;olasz;;kormány;Officine Alfieri Maserati;Maserati;Maserati
1957.05.30;USA;Paul Russo;F;1914.4.10;amerikai;4;;Kurtis Kraft;Kurtis;Novi
1950.07.02;Franciaország;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;motor;Scuderia Achille Varzi;Maserati;Maserati
1953.06.21;Belgium;Jean Behra;F;1921.2.16;francia;;motor;Equipe Gordini;Gordini;Gordini
1958.05.30;USA;Pat O'Connor;F;1928.10.9;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1951.07.29;Németország;Giuseppe Farina;F;1906.10.30;olasz;;túlhajtás;Alfa Romeo SpA;Alfa;Alfa
1955.06.19;Hollandia;Horace Gould;F;1921.9.20;brit;;karambol;Gould's Garage (Bristol);Maserati;Maserati
1957.07.20;Nagy-Britannia;Stirling Moss;F;1929.9.17;brit;1;;Vandervell Products Ltd;Vanwall;Vanwall
1960.07.16;Nagy-Britannia;David Piper;F;1930.12.2;brit;12;;Robert Bodle Ltd;Lotus;Climax
1950.06.18;Belgium;Raymond Sommer;F;1906.8.31;francia;;motor;;Talbot-Lago;Talbot
1954.06.20;Belgium;Giuseppe Farina;F;1906.10.30;olasz;;gyújtás;Scuderia Ferrari;Ferrari;Ferrari
1960.02.07;Argentína;Carlos Menditeguy;F;1915.8.10;argentín;4;;Scuderia Centro Sud;Cooper;Maserati
1960.02.07;Argentína;Jack Brabham;F;1926.4.2;ausztrál;;sebességváltó;Cooper Car Company;Cooper;Climax
1956.05.30;USA;Fred Agabashian;F;1913.8.21;amerikai;12;;Kurtis Kraft;Kurtis;Offenhauser
1957.08.04;Németország;Giorgio Scarlatti;F;1921.10.2;olasz;10;;Officine Alfieri Maserati;Maserati;Maserati
1954.10.24;Spanyolország;Louis Rosier;F;1905.11.5;francia;7;;Ecurie Rosier;Maserati;Maserati
1958.05.30;USA;Jimmy Bryan;F;1927.1.28;amerikai;1;;Epperly;Epperly;Offenhauser
1959.07.05;Franciaország;Masten Gregory;F;1932.2.29;amerikai;;feladta;Cooper Car Company;Cooper;Climax
1951.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;;olajcsõ;Louis and Bruce Bromme;Bromme;Offenhauser
1959.05.10;Monaco;Tony Brooks;F;1932.2.25;brit;2;;Scuderia Ferrari;Ferrari;Ferrari
1959.05.30;USA;Paul Russo;F;1914.4.10;amerikai;9;;Leader Cards Inc;Kurtis;Offenhauser
1950.07.02;Franciaország;Peter Whitehead;F;1914.11.12;brit;3;;;Ferrari;Ferrari
1957.08.04;Németország;Tony Marsh;F;1931.7.20;brit;15;;Ridgeway Managements;Cooper;Climax
1952.09.07;Olaszország;Mike Hawthorn;F;1929.4.10;brit;;nem teljesítette a távot;AHM Bryde;Cooper;Bristol
1955.06.19;Hollandia;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Daimler Benz AG;Mercedes;Mercedes
1958.09.07;Olaszország;Olivier Gendebien;F;1924.1.12;belga;;nem azonosított;Scuderia Ferrari;Ferrari;Ferrari
1954.06.20;Belgium;Maurice Trintignant;F;1917.10.30;francia;2;;Scuderia Ferrari;Ferrari;Ferrari
1958.07.06;Franciaország;Wolfgang von Trips;F;1928.5.4;német;3;;Scuderia Ferrari;Ferrari;Ferrari
1951.05.27;Svájc;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;olajpumpa;;Talbot-Lago;Talbot
1956.06.03;Belgium;Eugenio Castellotti;F;1930.10.10;olasz;;futómû;Scuderia Ferrari;Lancia;Lancia
1954.10.24;Spanyolország;Mike Hawthorn;F;1929.4.10;brit;1;;Scuderia Ferrari;Ferrari;Ferrari
1951.05.30;USA;Duke Nalon;F;1913.3.12;amerikai;;kiesett;Jean Marcenac;Kurtis;Novi
1954.05.31;USA;Ernie McCoy;F;1921.2.19;amerikai;16;;Kurtis Kraft;Kurtis;Offenhauser
1957.05.30;USA;Fred Agabashian;F;1913.8.21;amerikai;;benzinfolyás;Kurtis Kraft;Kurtis;Offenhauser
1959.07.05;Franciaország;Carel-Godin de Beaufort;F;1934.4.10;holland;9;;Scuderia Ugolini;Maserati;Maserati
1957.08.04;Németország;Jean Behra;F;1921.2.16;francia;6;;Officine Alfieri Maserati;Maserati;Maserati
1956.07.14;Nagy-Britannia;Tony Brooks;F;1932.2.25;brit;;karambol;Owen Racing Organisation;BRM;BRM
1951.07.29;Németország;Duncan Hamilton;F;1920.4.30;ír;;olajnyomás;;Talbot-Lago;Talbot
1952.05.30;USA;Chuck Stevenson;F;1919.10.15;amerikai;18;;Bessie Lee Paoli;Kurtis;Offenhauser
1953.08.02;Németország;Theo Helfrich;F;1913.5.13;német;12;;;Veritas;Veritas
1956.09.02;Olaszország;Luigi Piotti;F;1913.10.27;olasz;6;;Luigi Piotti;Maserati;Maserati
1954.08.01;Németország;Roberto Mieres;F;1924.12.3;argentín;;benzinfolyás;;Maserati;Maserati
1950.09.03;Olaszország;Maurice Trintignant;F;1917.10.30;francia;;vízcsõ;Equipe Gordini;Simca-Gordini;Simca-Gordini
1952.06.22;Belgium;Robert O'Brien;F;;amerikai;14;;;Simca-Gordini;Gordini
1956.07.14;Nagy-Britannia;Horace Gould;F;1921.9.20;brit;5;;Gould's Garage (Bristol);Maserati;Maserati
1952.05.18;Svájc;Lance Macklin;F;1919.9.2;brit;;visszalépés;HW Motors;HWM;Alta
1960.02.07;Argentína;Roberto Bonomi;F;1919.9.30;argentín;11;;Scuderia Centro Sud;Cooper;Maserati
1953.08.02;Németország;Willi Heeks;F;1922.2.13;német;;kiesett;;Veritas;Veritas
1954.09.05;Olaszország;Mike Hawthorn;F;1929.4.10;brit;2;;Scuderia Ferrari;Ferrari;Ferrari
1955.06.05;Belgium;Johnny Claes;F;1916.8.11;belga;;motor;Stirling Moss Ltd;Maserati;Maserati
1955.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;2;;Kurtis Kraft;Kurtis;Offenhauser
1955.05.30;USA;Jim Rathmann;F;1928.7.16;amerikai;14;;Epperly;Epperly;Offenhauser
1957.01.13;Argentína;Harry Schell;F;1921.6.29;amerikai;4;;Scuderia Centro Sud;Maserati;Maserati
1959.05.30;USA;Johnny Thomson;F;1919.11.4;brit;3;;Lesovsky;Lesovsky;Offenhauser
1959.09.13;Olaszország;Phill Hill;F;1927.4.20;amerikai;2;;Scuderia Ferrari;Ferrari;Ferrari
1959.09.13;Olaszország;Ron Flockhart;F;1923.6.16;brit;13;;Owen Racing Organisation;BRM;BRM
1950.06.18;Belgium;Giuseppe Farina;F;1906.10.30;olasz;4;;Alfa Romeo SpA;Alfa;Alfa
1952.07.06;Franciaország;Piero Carini;F;1921.3.6;olasz;;motor;Scuderia Marzotto;Ferrari;Ferrari
1952.07.06;Franciaország;Jean Behra;F;1921.2.16;francia;7;;Equipe Gordini;Gordini;Gordini
1957.08.18;Olaszország;Masten Gregory;F;1932.2.29;amerikai;4;;Scuderia Centro Sud;Maserati;Maserati
1951.05.27;Svájc;Rudolf Fischer;F;1912.4.19;svájci;11;;Ecurie Espadon;Ferrari;Ferrari
1956.08.05;Németország;Ottorino Volonterio;F;1917.12.7;svájci;;nem teljesítette a távot;;Maserati;Maserati
1953.05.30;USA;Cal Niday;F;1916.4.29;amerikai;;gyújtás;Murrell Belanger;Kurtis;Offenhauser
1958.05.26;Hollandia;Harry Schell;F;1921.6.29;amerikai;2;;Owen Racing Organisation;BRM;BRM
1957.08.18;Olaszország;Jo Bonnier;F;1930.1.31;svéd;;túlhajtás;Scuderia Centro Sud;Maserati;Maserati
1954.05.31;USA;Travis Webb;F;1910.10.8;amerikai;;kiesett;Bromme;Bromme;Offenhauser
1954.05.31;USA;Jimmy Bryan;F;1927.1.28;amerikai;2;;Kuzma;Kuzma;Offenhauser
1950.05.13;Nagy-Britannia;Leslie Johnson;F;1912.3.22;brit;;kompresszor;TASO Mathieson;ERA;ERA
1950.06.04;Svájc;Harry Schell;F;1921.6.29;amerikai;8;;Ecurie Bleue;Talbot-Lago;Talbot
1956.07.14;Nagy-Britannia;Alfonso de Portago;F;1928.10.11;spanyol;10;;Scuderia Ferrari;Lancia;Lancia
1953.05.30;USA;Don Freeland;F;1925.3.25;amerikai;;karambol;Bob Estes;Watson;Offenhauser
